Total number of words: 12036636
Total number of distinct words: 279363
Popular treshold: 13969
Lower common treshold: 132697
Upper common treshold: 146666
Rare treshold: 265394

Popular words
+--------------------+---------+-----+
|                Word|Frequency| Rank|
+--------------------+---------+-----+
|                 the|   818906|    1|
|                  of|   487434|    2|
|                 and|   326203|    3|
|                  in|   287932|    4|
|                  to|   247463|    5|
|                   a|   245414|    6|
|                  is|   146320|    7|
|                  as|   102569|    8|
|                 for|    92753|    9|
|                  by|    88673|   10|
|                that|    85155|   11|
|                 was|    83393|   12|
|                with|    75079|   13|
|                  on|    69355|   14|
|                 are|    61683|   15|
|                  it|    59707|   16|
|                from|    57051|   17|
|                  or|    54785|   18|
|                http|    50149|   19|
|                  be|    49309|   20|
|                  an|    47862|   21|
|                this|    46284|   22|
|                 his|    45068|   23|
|               which|    42746|   24|
|                  at|    41936|   25|
|                  he|    40723|   26|
|                   s|    38861|   27|
|                 not|    35083|   28|
|                have|    31556|   29|
|                also|    31525|   30|
|                were|    29713|   31|
|                 has|    29693|   32|
|                 but|    27579|   33|
|                 one|    27089|   34|
|            category|    26731|   35|
|               other|    24686|   36|
|               their|    24679|   37|
|                 its|    23889|   38|
|                they|    22304|   39|
|                some|    22028|   40|
|               first|    21544|   41|
|                 had|    20920|   42|
|                 can|    20704|   43|
|                more|    20645|   44|
|                most|    19787|   45|
|                been|    19738|   46|
|                 all|    19486|   47|
|                such|    19469|   48|
|                 new|    19008|   49|
|                many|    18533|   50|
|                 who|    18263|   51|
|                used|    18127|   52|
|               there|    17566|   53|
|               image|    16765|   54|
|                 two|    15959|   55|
|                when|    15907|   56|
|                into|    15766|   57|
|               after|    15716|   58|
|               these|    15700|   59|
|              united|    15542|   60|
|                 may|    15221|   61|
|                only|    15151|   62|
|                than|    14901|   63|
|                  de|    14868|   64|
|                time|    14654|   65|
|                  no|    14057|   66|
|               would|    13215|   67|
|                   i|    13213|   68|
|              states|    12811|   69|
|               world|    12731|   70|
|            american|    12727|   71|
|            preserve|    12613|   72|
|                 xml|    12501|   73|
|             however|    12357|   74|
|             between|    12353|   75|
|               about|    12239|   76|
|                html|    11934|   77|
|                  if|    11670|   78|
|                 see|    11405|   79|
|                over|    11392|   80|
|                 use|    11160|   81|
|                nbsp|    10965|   82|
|               years|    10934|   83|
|              during|    10841|   84|
|              system|    10592|   85|
|                 war|    10525|   86|
|               known|    10307|   87|
|              called|    10305|   88|
|               often|    10186|   89|
|                will|    10169|   90|
|              people|    10039|   91|
|              number|     9788|   92|
|               state|     9716|   93|
|               while|     9552|   94|
|             history|     9536|   95|
|               where|     9534|   96|
|                 any|     9429|   97|
|                  so|     9217|   98|
|               being|     9172|   99|
|                both|     9169|  100|
|                name|     9157|  101|
|                then|     8978|  102|
|                list|     8941|  103|
|                them|     8885|  104|
|               under|     8839|  105|
|                  up|     8803|  106|
|                 out|     8650|  107|
|          university|     8645|  108|
|                made|     8638|  109|
|                city|     8571|  110|
|             english|     8456|  111|
|               since|     8328|  112|
|             through|     8089|  113|
|                part|     8066|  114|
|               later|     8036|  115|
|             because|     7984|  116|
|             century|     7978|  117|
|             british|     7905|  118|
|               ndash|     7882|  119|
|                   b|     7797|  120|
|          government|     7778|  121|
|                each|     7745|  122|
|                 him|     7724|  123|
|            national|     7690|  124|
|             example|     7659|  125|
|                   d|     7619|  126|
|                same|     7579|  127|
|                well|     7494|  128|
|           including|     7423|  129|
|                even|     7397|  130|
|            language|     7338|  131|
|               early|     7331|  132|
|                 htm|     7294|  133|
|                year|     7275|  134|
|                 her|     7237|  135|
|                   e|     7112|  136|
|               three|     7106|  137|
|            although|     7105|  138|
|             several|     7053|  139|
|                form|     7044|  140|
|              became|     7032|  141|
|                film|     6979|  142|
|                work|     6928|  143|
|                like|     6894|  144|
|                much|     6875|  145|
|                very|     6827|  146|
|              before|     6800|  147|
|                game|     6794|  148|
|                book|     6732|  149|
|               those|     6538|  150|
|             general|     6532|  151|
|                  do|     6435|  152|
|             against|     6434|  153|
|               could|     6392|  154|
|                   u|     6330|  155|
|                what|     6298|  156|
|       international|     6284|  157|
|                 now|     6245|  158|
|                life|     6226|  159|
|              series|     6223|  160|
|              common|     6207|  161|
|           different|     6191|  162|
|             another|     6159|  163|
|                john|     6152|  164|
|                   c|     6100|  165|
|               great|     6067|  166|
|               music|     6044|  167|
|               large|     6000|  168|
|              french|     5994|  169|
|               mdash|     5955|  170|
|                 set|     5868|  171|
|              modern|     5849|  172|
|            computer|     5824|  173|
|               south|     5819|  174|
|               group|     5808|  175|
|                 end|     5783|  176|
|              second|     5755|  177|
|               still|     5690|  178|
|               power|     5631|  179|
|               until|     5588|  180|
|             usually|     5584|  181|
|                  ii|     5560|  182|
|               found|     5521|  183|
|                 law|     5483|  184|
|                  we|     5438|  185|
|               major|     5422|  186|
|                 day|     5411|  187|
|               north|     5399|  188|
|              church|     5397|  189|
|                last|     5380|  190|
|               party|     5372|  191|
|               using|     5369|  192|
|                term|     5337|  193|
|                 own|     5330|  194|
|                high|     5301|  195|
|                  fr|     5226|  196|
|               order|     5199|  197|
|                area|     5183|  198|
|             include|     5161|  199|
|              german|     5140|  200|
|             country|     5071|  201|
|           political|     5059|  202|
|                 you|     5055|  203|
|              theory|     5049|  204|
|                  es|     5038|  205|
|               human|     5036|  206|
|               based|     5004|  207|
|              around|     4992|  208|
|          population|     4985|  209|
|              though|     4981|  210|
|               small|     4968|  211|
|               death|     4964|  212|
|         information|     4931|  213|
|              within|     4907|  214|
|                 she|     4886|  215|
|           following|     4874|  216|
|                 way|     4805|  217|
|               among|     4778|  218|
|                 did|     4773|  219|
|                 due|     4772|  220|
|                isbn|     4760|  221|
|           president|     4746|  222|
|             article|     4741|  223|
|                   m|     4711|  224|
|              public|     4711|  225|
|          considered|     4678|  226|
|            military|     4669|  227|
|               point|     4664|  228|
|                long|     4637|  229|
|               roman|     4622|  230|
|                 god|     4621|  231|
|                king|     4612|  232|
|           important|     4586|  233|
|           sometimes|     4571|  234|
|             popular|     4546|  235|
|                  nl|     4481|  236|
|                east|     4469|  237|
|                 com|     4452|  238|
|               given|     4451|  239|
|             without|     4442|  240|
|               times|     4433|  241|
|            european|     4390|  242|
|             science|     4372|  243|
|                west|     4363|  244|
|                  pl|     4361|  245|
|                word|     4359|  246|
|                left|     4323|  247|
|                   g|     4302|  248|
|                does|     4293|  249|
|               house|     4275|  250|
|                york|     4267|  251|
|                free|     4265|  252|
|             central|     4262|  253|
|                four|     4249|  254|
|           countries|     4229|  255|
|              should|     4228|  256|
|                make|     4223|  257|
|                thus|     4201|  258|
|               place|     4195|  259|
|             members|     4146|  260|
|                case|     4099|  261|
|                 old|     4082|  262|
|              family|     4080|  263|
|                  us|     4072|  264|
|                  ja|     4052|  265|
|              others|     4050|  266|
|             systems|     4050|  267|
|                data|     4007|  268|
|                must|     4002|  269|
|              become|     3994|  270|
|             various|     3991|  271|
|             control|     3976|  272|
|             version|     3961|  273|
|                main|     3955|  274|
|           generally|     3951|  275|
|               right|     3946|  276|
|               water|     3945|  277|
|             similar|     3940|  278|
|                   x|     3933|  279|
|                  sv|     3931|  280|
|              europe|     3919|  281|
|                 few|     3889|  282|
|            original|     3880|  283|
|                 age|     3878|  284|
|               union|     3859|  285|
|                  br|     3847|  286|
|              period|     3839|  287|
|                  uk|     3826|  288|
|           languages|     3813|  289|
|           according|     3811|  290|
|              island|     3806|  291|
|                back|     3792|  292|
|                less|     3792|  293|
|             western|     3767|  294|
|                home|     3765|  295|
|            republic|     3758|  296|
|               began|     3749|  297|
|             written|     3747|  298|
|             kingdom|     3721|  299|
|         development|     3704|  300|
|             college|     3690|  301|
|              player|     3690|  302|
|              rather|     3674|  303|
|               force|     3667|  304|
|                line|     3665|  305|
|               games|     3646|  306|
|               space|     3642|  307|
|             england|     3629|  308|
|                 how|     3626|  309|
|            football|     3614|  310|
|                 led|     3612|  311|
|               greek|     3602|  312|
|              school|     3602|  313|
|             company|     3570|  314|
|                   n|     3544|  315|
|                  pt|     3539|  316|
|               title|     3532|  317|
|             islands|     3508|  318|
|              groups|     3507|  319|
|                 air|     3503|  320|
|             germany|     3493|  321|
|             million|     3485|  322|
|            official|     3476|  323|
|                down|     3474|  324|
|            standard|     3466|  325|
|             support|     3465|  326|
|                fact|     3458|  327|
|               field|     3455|  328|
|                just|     3453|  329|
|               every|     3451|  330|
|              either|     3443|  331|
|              france|     3441|  332|
|                   p|     3441|  333|
|                   f|     3415|  334|
|           published|     3380|  335|
|                 man|     3379|  336|
|              single|     3374|  337|
|           christian|     3362|  338|
|              george|     3356|  339|
|               means|     3356|  340|
|              battle|     3343|  341|
|                said|     3326|  342|
|              result|     3325|  343|
|            economic|     3322|  344|
|              empire|     3317|  345|
|             service|     3313|  346|
|               black|     3307|  347|
|               named|     3307|  348|
|                best|     3282|  349|
|              london|     3278|  350|
|            possible|     3277|  351|
|                army|     3270|  352|
|               david|     3267|  353|
|              social|     3263|  354|
|                body|     3258|  355|
|           character|     3257|  356|
|               along|     3248|  357|
|                late|     3246|  358|
|                land|     3239|  359|
|            software|     3234|  360|
|               press|     3225|  361|
|          especially|     3220|  362|
|           developed|     3219|  363|
|               court|     3218|  364|
|                  da|     3209|  365|
|               works|     3209|  366|
|             special|     3203|  367|
|               books|     3182|  368|
|                team|     3177|  369|
|               links|     3159|  370|
|                take|     3157|  371|
|            december|     3136|  372|
|                held|     3135|  373|
|               never|     3135|  374|
|                 sea|     3132|  375|
|             process|     3127|  376|
|             ancient|     3105|  377|
|                   j|     3091|  378|
|             america|     3085|  379|
|              center|     3077|  380|
|              having|     3077|  381|
|             current|     3057|  382|
|                took|     3045|  383|
|               local|     3043|  384|
|               river|     3041|  385|
|             society|     3040|  386|
|              region|     3038|  387|
|               above|     3030|  388|
|             natural|     3027|  389|
|              league|     3020|  390|
|               words|     3020|  391|
|                born|     3017|  392|
|               short|     3015|  393|
|             certain|     3001|  394|
|              forces|     3001|  395|
|                show|     2998|  396|
|              august|     2996|  397|
|                good|     2992|  398|
|             january|     2986|  399|
|                seen|     2984|  400|
|             further|     2976|  401|
|                  co|     2970|  402|
|                  zh|     2964|  403|
|              itself|     2958|  404|
|                 red|     2956|  405|
|              former|     2951|  406|
|             william|     2942|  407|
|               april|     2939|  408|
|            research|     2919|  409|
|                 per|     2911|  410|
|                play|     2905|  411|
|               today|     2905|  412|
|             charles|     2901|  413|
|               march|     2897|  414|
|                 act|     2885|  415|
|                 son|     2878|  416|
|                upon|     2877|  417|
|               areas|     2872|  418|
|              almost|     2862|  419|
|              little|     2852|  420|
|                   v|     2841|  421|
|               earth|     2839|  422|
|             created|     2835|  423|
|                  fi|     2832|  424|
|                site|     2832|  425|
|               terms|     2824|  426|
|             himself|     2819|  427|
|               white|     2807|  428|
|                came|     2804|  429|
|                open|     2801|  430|
|             council|     2800|  431|
|                 org|     2799|  432|
|                once|     2798|  433|
|                type|     2795|  434|
|              design|     2794|  435|
|                  bc|     2790|  436|
|              energy|     2777|  437|
|               light|     2773|  438|
|             largest|     2765|  439|
|              person|     2765|  440|
|                view|     2764|  441|
|              change|     2763|  442|
|           community|     2762|  443|
|                code|     2761|  444|
|              source|     2755|  445|
|            northern|     2741|  446|
|                 off|     2740|  447|
|               third|     2738|  448|
|           available|     2726|  449|
|             culture|     2716|  450|
|                role|     2713|  451|
|                 art|     2711|  452|
|              rights|     2708|  453|
|          television|     2704|  454|
|                   h|     2699|  455|
|                side|     2699|  456|
|               story|     2694|  457|
|             foreign|     2690|  458|
|              played|     2688|  459|
|                   r|     2685|  460|
|                  ru|     2682|  461|
|              simple|     2679|  462|
|          particular|     2668|  463|
|                july|     2667|  464|
|                days|     2661|  465|
|                near|     2656|  466|
|              famous|     2642|  467|
|            produced|     2641|  468|
|            function|     2636|  469|
|          production|     2631|  470|
|               james|     2625|  471|
|                  td|     2625|  472|
|            children|     2623|  473|
|                band|     2622|  474|
|             numbers|     2619|  475|
|               again|     2614|  476|
|            movement|     2607|  477|
|             program|     2605|  478|
|             chinese|     2598|  479|
|             present|     2597|  480|
|             october|     2594|  481|
|            position|     2594|  482|
|             eastern|     2590|  483|
|               forms|     2587|  484|
|               might|     2584|  485|
|              canada|     2581|  486|
|               civil|     2579|  487|
|           religious|     2579|  488|
|              member|     2571|  489|
|              africa|     2569|  490|
|             instead|     2553|  491|
|            released|     2545|  492|
|                  la|     2542|  493|
|               india|     2541|  494|
|               least|     2534|  495|
|            november|     2533|  496|
|              living|     2529|  497|
|                next|     2524|  498|
|               parts|     2519|  499|
|                 men|     2509|  500|
|               total|     2509|  501|
|             emperor|     2501|  502|
|                page|     2498|  503|
|         established|     2497|  504|
|            minister|     2493|  505|
|                real|     2485|  506|
|                text|     2484|  507|
|           september|     2482|  508|
|              making|     2478|  509|
|                 far|     2463|  510|
|                full|     2463|  511|
|            included|     2462|  512|
|                five|     2460|  513|
|              always|     2455|  514|
|            together|     2451|  515|
|             meaning|     2445|  516|
|               class|     2442|  517|
|                june|     2442|  518|
|          technology|     2438|  519|
|               level|     2436|  520|
|            external|     2435|  521|
|            addition|     2426|  522|
|              soviet|     2425|  523|
|               taken|     2424|  524|
|               trade|     2420|  525|
|                font|     2418|  526|
|                died|     2417|  527|
|               study|     2416|  528|
|             thought|     2414|  529|
|                  st|     2410|  530|
|               range|     2409|  531|
|               china|     2405|  532|
|             players|     2400|  533|
|             nations|     2395|  534|
|         traditional|     2383|  535|
|             project|     2382|  536|
|            internet|     2380|  537|
|               color|     2378|  538|
|                note|     2367|  539|
|              county|     2361|  540|
|                uses|     2356|  541|
|                head|     2355|  542|
|               prime|     2355|  543|
|               latin|     2348|  544|
|               final|     2346|  545|
|               album|     2345|  546|
|              middle|     2342|  547|
|           structure|     2332|  548|
|              father|     2330|  549|
|               below|     2329|  550|
|            february|     2325|  551|
|            catholic|     2323|  552|
|             capital|     2314|  553|
|          historical|     2313|  554|
|               value|     2309|  555|
|             related|     2306|  556|
|           australia|     2301|  557|
|                flag|     2301|  558|
|             network|     2299|  559|
|              recent|     2299|  560|
|             species|     2295|  561|
|               cases|     2290|  562|
|                  cs|     2289|  563|
|               henry|     2289|  564|
|              nature|     2288|  565|
|            evidence|     2287|  566|
|               movie|     2269|  567|
|                   w|     2268|  568|
|                 bbc|     2267|  569|
|            southern|     2266|  570|
|             economy|     2265|  571|
|               radio|     2263|  572|
|              robert|     2256|  573|
|               whose|     2256|  574|
|                lost|     2255|  575|
|               built|     2250|  576|
|              effect|     2248|  577|
|            referred|     2244|  578|
|                 web|     2243|  579|
|           wikipedia|     2242|  580|
|               model|     2231|  581|
|                 top|     2231|  582|
|                  et|     2229|  583|
|               japan|     2228|  584|
|              cities|     2227|  585|
|                  ca|     2225|  586|
|        particularly|     2224|  587|
|          philosophy|     2222|  588|
|               young|     2220|  589|
|                song|     2218|  590|
|               names|     2217|  591|
|                 our|     2215|  592|
|           therefore|     2215|  593|
|             spanish|     2213|  594|
|             whether|     2211|  595|
|                 low|     2208|  596|
|               irish|     2202|  597|
|          themselves|     2201|  598|
|            aircraft|     2199|  599|
|                   t|     2195|  600|
|               royal|     2175|  601|
|                  km|     2170|  602|
|                food|     2169|  603|
|               films|     2167|  604|
|          throughout|     2162|  605|
|                  id|     2161|  606|
|          characters|     2157|  607|
|               sound|     2157|  608|
|                rule|     2152|  609|
|            elements|     2151|  610|
|                here|     2151|  611|
|              record|     2149|  612|
|                hand|     2146|  613|
|             problem|     2146|  614|
|         programming|     2146|  615|
|                 too|     2143|  616|
|             complex|     2135|  617|
|             subject|     2134|  618|
|            election|     2132|  619|
|                 run|     2125|  620|
|          background|     2123|  621|
|                  eo|     2122|  622|
|          originally|     2118|  623|
|              author|     2116|  624|
|                true|     2116|  625|
|            japanese|     2107|  626|
|                town|     2100|  627|
|              strong|     2096|  628|
|               actor|     2089|  629|
|           education|     2089|  630|
|                come|     2086|  631|
|               video|     2080|  632|
|              jewish|     2079|  633|
|          parliament|     2074|  634|
|                rate|     2073|  635|
|               wrote|     2073|  636|
|           continued|     2072|  637|
|                 won|     2071|  638|
|            commonly|     2069|  639|
|               style|     2067|  640|
|              higher|     2066|  641|
|                 est|     2065|  642|
|          individual|     2062|  643|
|              office|     2062|  644|
|           described|     2057|  645|
|               basic|     2056|  646|
|                base|     2049|  647|
|         independent|     2046|  648|
|             ireland|     2046|  649|
|          eventually|     2045|  650|
|             despite|     2035|  651|
|           influence|     2031|  652|
|            business|     2028|  653|
|                able|     2027|  654|
|           typically|     2027|  655|
|            practice|     2026|  656|
|                rock|     2014|  657|
|            actually|     2010|  658|
|              action|     2008|  659|
|                paul|     2008|  660|
|                live|     2005|  661|
|            problems|     2000|  662|
|               women|     1989|  663|
|              formed|     1985|  664|
|              market|     1981|  665|
|            material|     1981|  666|
|            includes|     1975|  667|
|            complete|     1973|  668|
|                cite|     1964|  669|
|              season|     1963|  670|
|          scientific|     1959|  671|
|            followed|     1958|  672|
|                news|     1955|  673|
|                 iii|     1950|  674|
|                  my|     1949|  675|
|              cannot|     1947|  676|
|               lower|     1947|  677|
|             outside|     1944|  678|
|            physical|     1943|  679|
|             italian|     1935|  680|
|              simply|     1930|  681|
|            building|     1926|  682|
|         significant|     1920|  683|
|              israel|     1919|  684|
|                 six|     1910|  685|
|           beginning|     1908|  686|
|          associated|     1899|  687|
|               cause|     1899|  688|
|                star|     1897|  689|
|                your|     1897|  690|
|              events|     1896|  691|
|                link|     1895|  692|
|            industry|     1894|  693|
|                 pdf|     1893|  694|
|               legal|     1891|  695|
|                user|     1891|  696|
|                mass|     1883|  697|
|                size|     1879|  698|
|                 get|     1876|  699|
|                holy|     1874|  700|
|              leader|     1874|  701|
|            chemical|     1870|  702|
|        organization|     1870|  703|
|          california|     1869|  704|
|              larger|     1869|  705|
|            received|     1869|  706|
|             believe|     1866|  707|
|                cell|     1866|  708|
|            services|     1865|  709|
|              widely|     1864|  710|
|                 key|     1863|  711|
|           reference|     1860|  712|
|             concept|     1859|  713|
|                ball|     1858|  714|
|                idea|     1857|  715|
|         mathematics|     1854|  716|
|                   l|     1852|  717|
|            specific|     1851|  718|
|             federal|     1844|  719|
|               added|     1842|  720|
|            examples|     1840|  721|
|            personal|     1839|  722|
|             fiction|     1837|  723|
|            required|     1835|  724|
|             changes|     1832|  725|
|                help|     1831|  726|
|              points|     1830|  727|
|             defined|     1829|  728|
|         association|     1826|  729|
|               rules|     1826|  730|
|               types|     1826|  731|
|              future|     1823|  732|
|           classical|     1822|  733|
|                  go|     1820|  734|
|            designed|     1819|  735|
|                half|     1819|  736|
|              method|     1819|  737|
|              thomas|     1819|  738|
|            probably|     1817|  739|
|               close|     1816|  740|
|          australian|     1815|  741|
|          introduced|     1814|  742|
|                park|     1814|  743|
|               sense|     1813|  744|
|           relations|     1811|  745|
|                   k|     1808|  746|
|                 yet|     1807|  747|
|             website|     1806|  748|
|           currently|     1800|  749|
|              return|     1798|  750|
|             located|     1795|  751|
|                went|     1795|  752|
|               novel|     1794|  753|
|             african|     1790|  754|
|             provide|     1790|  755|
|                  ko|     1784|  756|
|                fire|     1783|  757|
|             peoples|     1781|  758|
|             studies|     1778|  759|
|                past|     1775|  760|
|              indian|     1774|  761|
|                need|     1774|  762|
|                find|     1772|  763|
|            majority|     1772|  764|
|              online|     1772|  765|
|           alexander|     1770|  766|
|            features|     1766|  767|
|             digital|     1761|  768|
|             allowed|     1758|  769|
|                laws|     1757|  770|
|                soon|     1754|  771|
|             started|     1753|  772|
|            believed|     1752|  773|
|            religion|     1752|  774|
|             limited|     1747|  775|
|                away|     1746|  776|
|                ever|     1745|  777|
|             greater|     1745|  778|
|            canadian|     1742|  779|
|             edition|     1742|  780|
|              across|     1738|  781|
|                unit|     1738|  782|
|                 etc|     1733|  783|
|             earlier|     1731|  784|
|                date|     1730|  785|
|              mostly|     1730|  786|
|              writer|     1730|  787|
|            starting|     1729|  788|
|             russian|     1728|  789|
|              things|     1728|  790|
|        constitution|     1725|  791|
|             section|     1724|  792|
|               spain|     1724|  793|
|                 put|     1723|  794|
|                lead|     1721|  795|
|             already|     1716|  796|
|             writing|     1716|  797|
|           companies|     1715|  798|
|              attack|     1714|  799|
|             brought|     1712|  800|
|                love|     1712|  801|
|                 box|     1709|  802|
|              policy|     1707|  803|
|          elementbox|     1703|  804|
|              status|     1701|  805|
|             elected|     1699|  806|
|            contains|     1697|  807|
|            security|     1694|  808|
|             remains|     1692|  809|
|                  tv|     1692|  810|
|                blue|     1690|  811|
|                  tr|     1690|  812|
|                male|     1688|  813|
|                 php|     1688|  814|
|              russia|     1684|  815|
|        independence|     1681|  816|
|                 big|     1678|  817|
|                give|     1676|  818|
|             element|     1675|  819|
|           knowledge|     1675|  820|
|                asia|     1668|  821|
|             founded|     1668|  822|
|              longer|     1667|  823|
|              months|     1666|  824|
|                 say|     1660|  825|
|              growth|     1657|  826|
|            separate|     1657|  827|
|               start|     1654|  828|
|          definition|     1653|  829|
|             results|     1651|  830|
|               media|     1648|  831|
|             britain|     1646|  832|
|            products|     1646|  833|
|             effects|     1642|  834|
|              letter|     1642|  835|
|              better|     1641|  836|
|                jews|     1641|  837|
|             largely|     1638|  838|
|                bill|     1637|  839|
|               italy|     1637|  840|
|              health|     1634|  841|
|            directly|     1633|  842|
|             success|     1631|  843|
|                  ed|     1630|  844|
|           authority|     1627|  845|
|             perhaps|     1623|  846|
|              matter|     1622|  847|
|               refer|     1622|  848|
|            baseball|     1620|  849|
|            division|     1619|  850|
|                 gas|     1616|  851|
|               claim|     1614|  852|
|              object|     1614|  853|
|             richard|     1614|  854|
|            politics|     1612|  855|
|               metal|     1607|  856|
|             produce|     1607|  857|
|             working|     1605|  858|
|             parties|     1597|  859|
|             leading|     1595|  860|
|              origin|     1594|  861|
|               makes|     1590|  862|
|               whole|     1589|  863|
|          democratic|     1586|  864|
|             smaller|     1584|  865|
|                gave|     1583|  866|
|           territory|     1581|  867|
|                  el|     1579|  868|
|              amount|     1575|  869|
|            remained|     1575|  870|
|             stories|     1573|  871|
|          text-align|     1573|  872|
|              killed|     1571|  873|
|                dead|     1567|  874|
|              enough|     1566|  875|
|              caused|     1565|  876|
|               lines|     1565|  877|
|               prize|     1565|  878|
|               allow|     1563|  879|
|            interest|     1563|  880|
|             towards|     1559|  881|
|             surface|     1558|  882|
|                 saw|     1556|  883|
|               coast|     1554|  884|
|                  al|     1553|  885|
|              direct|     1552|  886|
|                ones|     1550|  887|
|            provided|     1549|  888|
|            replaced|     1549|  889|
|             michael|     1547|  890|
|              likely|     1546|  891|
|               exist|     1545|  892|
|             private|     1545|  893|
|               table|     1544|  894|
|              access|     1542|  895|
|                 asp|     1540|  896|
|             primary|     1539|  897|
|               speed|     1534|  898|
|            cultural|     1533|  899|
|               moved|     1533|  900|
|          successful|     1533|  901|
|              length|     1531|  902|
|                mark|     1523|  903|
|            analysis|     1522|  904|
|            property|     1522|  905|
|                lord|     1521|  906|
|          commercial|     1520|  907|
|             attempt|     1518|  908|
|             letters|     1514|  909|
|               green|     1513|  910|
|                 map|     1513|  911|
|              square|     1513|  912|
|               basis|     1512|  913|
|              border|     1511|  914|
|                   o|     1510|  915|
|                done|     1509|  916|
|              highly|     1507|  917|
|                   y|     1507|  918|
|              museum|     1504|  919|
|             library|     1499|  920|
|             sources|     1494|  921|
|                turn|     1492|  922|
|          revolution|     1491|  923|
|               board|     1489|  924|
|              nearly|     1489|  925|
|             release|     1487|  926|
|               saint|     1487|  927|
|               seven|     1486|  928|
|               cross|     1483|  929|
|              treaty|     1483|  930|
|              mother|     1481|  931|
|                  sl|     1480|  932|
|             medical|     1479|  933|
|              appear|     1478|  934|
|                bank|     1478|  935|
|            appeared|     1476|  936|
|              claims|     1476|  937|
|              double|     1474|  938|
|                  lt|     1474|  939|
|               blood|     1472|  940|
|              course|     1472|  941|
|               peace|     1472|  942|
|             machine|     1471|  943|
|              reason|     1471|  944|
|           institute|     1469|  945|
|            programs|     1469|  946|
|               peter|     1464|  947|
|             variety|     1462|  948|
|                wide|     1462|  949|
|              issues|     1461|  950|
|              native|     1460|  951|
|              female|     1459|  952|
|             methods|     1459|  953|
|             average|     1457|  954|
|             changed|     1457|  955|
|             divided|     1457|  956|
|               chief|     1456|  957|
|                 san|     1454|  958|
|           difficult|     1453|  959|
|                 era|     1453|  960|
|              degree|     1452|  961|
|             appears|     1450|  962|
|             records|     1450|  963|
|          washington|     1450|  964|
|                whom|     1449|  965|
|                  hu|     1448|  966|
|           increased|     1448|  967|
|               egypt|     1445|  968|
|             schools|     1445|  969|
|            increase|     1443|  970|
|             product|     1442|  971|
|                 ice|     1438|  972|
|               dutch|     1430|  973|
|               front|     1429|  974|
|               jesus|     1429|  975|
|               night|     1429|  976|
|          relatively|     1429|  977|
|         engineering|     1428|  978|
|             objects|     1428|  979|
|                 net|     1427|  980|
|             animals|     1425|  981|
|              except|     1424|  982|
|               award|     1423|  983|
|            involved|     1422|  984|
|              census|     1421|  985|
|                acid|     1416|  986|
|          frequently|     1415|  987|
|           tradition|     1413|  988|
|              entire|     1412|  989|
|           existence|     1410|  990|
|               grand|     1410|  991|
|             nuclear|     1407|  992|
|                move|     1402|  993|
|            recently|     1402|  994|
|                wife|     1401|  995|
|               issue|     1400|  996|
|             becomes|     1398|  997|
|              ground|     1398|  998|
|              memory|     1397|  999|
|            students|     1397| 1000|
|                call|     1395| 1001|
|            universe|     1395| 1002|
|              engine|     1394| 1003|
|             finally|     1394| 1004|
|          collection|     1391| 1005|
|            articles|     1390| 1006|
|            assembly|     1386| 1007|
|               event|     1384| 1008|
|               money|     1384| 1009|
|          conditions|     1383| 1010|
|               takes|     1383| 1011|
|              animal|     1382| 1012|
|         temperature|     1382| 1013|
|               clear|     1380| 1014|
|               kings|     1380| 1015|
|                lake|     1380| 1016|
|                test|     1380| 1017|
|                file|     1379| 1018|
|            orthodox|     1379| 1019|
|             channel|     1377| 1020|
|        relationship|     1377| 1021|
|           operating|     1376| 1022|
|              worlds|     1375| 1023|
|                hall|     1371| 1024|
|                  me|     1370| 1025|
|                rest|     1370| 1026|
|               units|     1370| 1027|
|             notable|     1368| 1028|
|               shows|     1366| 1029|
|        construction|     1365| 1030|
|             account|     1364| 1031|
|             claimed|     1363| 1032|
|                know|     1363| 1033|
|            numerous|     1362| 1034|
|                  bg|     1361| 1035|
|           primarily|     1360| 1036|
|                pope|     1359| 1037|
|               ideas|     1358| 1038|
|             musical|     1357| 1039|
|              create|     1355| 1040|
|           functions|     1352| 1041|
|                rome|     1352| 1042|
|              active|     1351| 1043|
|             applied|     1349| 1044|
|            congress|     1349| 1045|
|             regions|     1349| 1046|
|                 car|     1348| 1047|
|          discovered|     1347| 1048|
|              edward|     1347| 1049|
|               ocean|     1346| 1050|
|                sent|     1346| 1051|
|          literature|     1345| 1052|
|                 oil|     1344| 1053|
|            instance|     1343| 1054|
|                race|     1343| 1055|
|            magazine|     1342| 1056|
|                mean|     1341| 1057|
|               heavy|     1339| 1058|
|              sexual|     1338| 1059|
|         performance|     1337| 1060|
|                 sun|     1337| 1061|
|             adopted|     1336| 1062|
|             chicago|     1336| 1063|
|                fall|     1336| 1064|
|                club|     1334| 1065|
|         individuals|     1333| 1066|
|        universities|     1332| 1067|
|                read|     1331| 1068|
|                 hit|     1328| 1069|
|                 von|     1325| 1070|
|          experience|     1324| 1071|
|             married|     1323| 1072|
|            location|     1322| 1073|
|            pressure|     1322| 1074|
|               birth|     1319| 1075|
|              report|     1313| 1076|
|              mainly|     1312| 1077|
|             physics|     1312| 1078|
|           something|     1312| 1079|
|              street|     1312| 1080|
|              placed|     1310| 1081|
|             journal|     1309| 1082|
|                  vi|     1309| 1083|
|         alternative|     1308| 1084|
|            director|     1308| 1085|
|        professional|     1308| 1086|
