Total number of words: 25253437
Total number of distinct words: 441530
Popular treshold: 22077
Lower common treshold: 209726
Upper common treshold: 231804
Rare treshold: 419453

Popular words
+--------------------+---------+-----+
|                Word|Frequency| Rank|
|                mess|       77|18887|
|          minimizing|       77|18888|
|                moth|       77|18889|
|             musique|       77|18890|
|            nanotube|       77|18891|
|              napalm|       77|18892|
|          one-to-one|       77|18893|
|              onions|       77|18894|
|          ornamental|       77|18895|
|             palazzo|       77|18896|
|             palmyra|       77|18897|
|            panorama|       77|18898|
|          paragraphs|       77|18899|
|             pegasus|       77|18900|
|          penetrated|       77|18901|
|            petrarch|       77|18902|
|               pinky|       77|18903|
|       presentations|       77|18904|
|       probabilistic|       77|18905|
|          protracted|       77|18906|
|           ptolemaic|       77|18907|
|             publics|       77|18908|
|              raging|       77|18909|
|            rayleigh|       77|18910|
|              refute|       77|18911|
|           regulator|       77|18912|
|               remey|       77|18913|
|           revisited|       77|18914|
|           revolving|       77|18915|
|              riches|       77|18916|
|           rotations|       77|18917|
|         sensibility|       77|18918|
|           septimius|       77|18919|
|              sharif|       77|18920|
|            shipment|       77|18921|
|            siggraph|       77|18922|
|         signatories|       77|18923|
|             skaters|       77|18924|
|            snowball|       77|18925|
|        specializing|       77|18926|
|              st-and|       77|18927|
|              sticky|       77|18928|
|          subroutine|       77|18929|
|         superheroes|       77|18930|
|        superimposed|       77|18931|
|          supervisor|       77|18932|
|         suppressing|       77|18933|
|            syllabic|       77|18934|
|              tasman|       77|18935|
|               taxed|       77|18936|
|             tengwar|       77|18937|
|           tentative|       77|18938|
|              texans|       77|18939|
|          therapists|       77|18940|
|           thuringia|       77|18941|
|            timeless|       77|18942|
|               torre|       77|18943|
|            totality|       77|18944|
|            trafford|       77|18945|
|         transsexual|       77|18946|
|          transverse|       77|18947|
|             two-way|       77|18948|
|          undisputed|       77|18949|
|            upstream|       77|18950|
|           videotape|       77|18951|
|             vilnius|       77|18952|
|               vogue|       77|18953|
|               vowed|       77|18954|
|             vulgate|       77|18955|
|        workstations|       77|18956|
|              abound|       76|18957|
|            admirers|       76|18958|
|         adolescence|       76|18959|
|              aegina|       76|18960|
|           airliners|       76|18961|
|               aloud|       76|18962|
|              alpaca|       76|18963|
|            anabolic|       76|18964|
|           anatolian|       76|18965|
|               anita|       76|18966|
|             aquaria|       76|18967|
|             asphalt|       76|18968|
|                 ave|       76|18969|
|      battlecruisers|       76|18970|
|             beatrix|       76|18971|
|               blanc|       76|18972|
|            branched|       76|18973|
|          cardassian|       76|18974|
|           cardboard|       76|18975|
|           caretaker|       76|18976|
|          caricature|       76|18977|
|             carrera|       76|18978|
|         categorical|       76|18979|
|          cigarettes|       76|18980|
|          co-creator|       76|18981|
|               coils|       76|18982|
|            collagen|       76|18983|
|             columba|       76|18984|
|           compliant|       76|18985|
|          comprehend|       76|18986|
|          configured|       76|18987|
|         contractors|       76|18988|
|             corbett|       76|18989|
|             corpses|       76|18990|
|            cousteau|       76|18991|
|                dans|       76|18992|
|        deficiencies|       76|18993|
|          demography|       76|18994|
|                dent|       76|18995|
|         devaluation|       76|18996|
|                 dia|       76|18997|
|               dicks|       76|18998|
|           digestion|       76|18999|
|             diploma|       76|19000|
|             disdain|       76|19001|
|      disintegration|       76|19002|
|            disposed|       76|19003|
|           disregard|       76|19004|
|           dominique|       76|19005|
|               drank|       76|19006|
|               dwell|       76|19007|
|               epics|       76|19008|
|            executes|       76|19009|
|              facade|       76|19010|
|               fanny|       76|19011|
|            fluoride|       76|19012|
|          fraudulent|       76|19013|
|         full-length|       76|19014|
|             gelatin|       76|19015|
|            genitals|       76|19016|
|     german-speaking|       76|19017|
|              glance|       76|19018|
|            gorillaz|       76|19019|
|                 gus|       76|19020|
|              haynes|       76|19021|
|             helmets|       76|19022|
|              horned|       76|19023|
|             horrors|       76|19024|
|               huang|       76|19025|
|          improperly|       76|19026|
|           inanimate|       76|19027|
|          incursions|       76|19028|
|           investing|       76|19029|
|              italys|       76|19030|
|           katharine|       76|19031|
|             kathryn|       76|19032|
|                 kjv|       76|19033|
|          knighthood|       76|19034|
|                 lad|       76|19035|
|              ladino|       76|19036|
|            landmass|       76|19037|
|              larson|       76|19038|
|            liberate|       76|19039|
|                lily|       76|19040|
|              linkin|       76|19041|
|                lust|       76|19042|
|           macquarie|       76|19043|
|                macs|       76|19044|
|           mammalian|       76|19045|
|             meadows|       76|19046|
|            mediocre|       76|19047|
|        microbiology|       76|19048|
|             murdock|       76|19049|
|              nested|       76|19050|
|             neusner|       76|19051|
|              ninety|       76|19052|
|         non-violent|       76|19053|
|         nostradamus|       76|19054|
|          obligatory|       76|19055|
|                opel|       76|19056|
|              paddle|       76|19057|
|        partnerships|       76|19058|
|           pathogens|       76|19059|
|              pedals|       76|19060|
|        perpetrators|       76|19061|
|            petersen|       76|19062|
|           phenotype|       76|19063|
|             platoon|       76|19064|
|        prerequisite|       76|19065|
|            provence|       76|19066|
|               quota|       76|19067|
|             ravaged|       76|19068|
|             reclaim|       76|19069|
|            recycled|       76|19070|
|               relax|       76|19071|
|      revolutionized|       76|19072|
|            ridicule|       76|19073|
|               rilke|       76|19074|
|                 roe|       76|19075|
|          schliemann|       76|19076|
|             seminar|       76|19077|
|             shaking|       76|19078|
|             spiders|       76|19079|
|              spikes|       76|19080|
|            stunning|       76|19081|
|             sublime|       76|19082|
|                 sup|       76|19083|
|             t-shirt|       76|19084|
|             taggart|       76|19085|
|               taito|       76|19086|
|              tamils|       76|19087|
|                tamu|       76|19088|
|             tenants|       76|19089|
|         thunderbird|       76|19090|
|          twenty-two|       76|19091|
|         unambiguous|       76|19092|
|             unheard|       76|19093|
|        universalism|       76|19094|
|        unrestricted|       76|19095|
|         unspecified|       76|19096|
|           unwritten|       76|19097|
|            updating|       76|19098|
|              uralic|       76|19099|
|              widest|       76|19100|
|              yamato|       76|19101|
|                zoom|       76|19102|
|                abet|       75|19103|
|                 acs|       75|19104|
|           addictive|       75|19105|
|        aeronautical|       75|19106|
|              alfons|       75|19107|
|               amine|       75|19108|
|              amines|       75|19109|
|                amir|       75|19110|
|         amphetamine|       75|19111|
|               ample|       75|19112|
|               amway|       75|19113|
|             ansbach|       75|19114|
|         anti-treaty|       75|19115|
|            aquarius|       75|19116|
|            awarding|       75|19117|
|              berman|       75|19118|
|               bilbo|       75|19119|
|               brace|       75|19120|
|      brother-in-law|       75|19121|
|             calhoun|       75|19122|
|              caller|       75|19123|
|               cared|       75|19124|
|                 cgs|       75|19125|
|             chandra|       75|19126|
|            chastity|       75|19127|
|               cheer|       75|19128|
|             chennai|       75|19129|
|            claimant|       75|19130|
|             clavier|       75|19131|
|             clayton|       75|19132|
|            comnenus|       75|19133|
|          compounded|       75|19134|
|         conditioned|       75|19135|
|          consensual|       75|19136|
|           courtyard|       75|19137|
|           cultivate|       75|19138|
|        definitively|       75|19139|
|           detonated|       75|19140|
|           deutschen|       75|19141|
|         deutschland|       75|19142|
|             dictate|       75|19143|
|         diminishing|       75|19144|
|         discrepancy|       75|19145|
|     distinguishable|       75|19146|
|                  dk|       75|19147|
|            droughts|       75|19148|
|                efta|       75|19149|
|                 epp|       75|19150|
|               erect|       75|19151|
|           eternally|       75|19152|
|           fantasies|       75|19153|
|            faulkner|       75|19154|
|                 fft|       75|19155|
|              finley|       75|19156|
|          first-ever|       75|19157|
|               fixes|       75|19158|
|           galactica|       75|19159|
|           gestation|       75|19160|
|               haile|       75|19161|
|             halogen|       75|19162|
|             herring|       75|19163|
|                 hex|       75|19164|
|                hive|       75|19165|
|            hyperion|       75|19166|
|              idioma|       75|19167|
|             imposes|       75|19168|
|       impossibility|       75|19169|
|       indispensable|       75|19170|
|       infinitesimal|       75|19171|
|        infrequently|       75|19172|
|         interfering|       75|19173|
|        intimidation|       75|19174|
|          jacqueline|       75|19175|
|               jelly|       75|19176|
|               leroy|       75|19177|
|             ligands|       75|19178|
|             lizards|       75|19179|
|              lowers|       75|19180|
|          magnitudes|       75|19181|
|              malays|       75|19182|
|            maronite|       75|19183|
|                 mcg|       75|19184|
|            mediator|       75|19185|
|           mitologia|       75|19186|
|                mudd|       75|19187|
|         neopaganism|       75|19188|
|                npov|       75|19189|
|               oaths|       75|19190|
|            observes|       75|19191|
|               oddie|       75|19192|
|                oder|       75|19193|
|           ornaments|       75|19194|
|        osteoporosis|       75|19195|
|            overflow|       75|19196|
|           pamphlets|       75|19197|
|               peach|       75|19198|
|         philologist|       75|19199|
|           plentiful|       75|19200|
|        polytheistic|       75|19201|
|                pong|       75|19202|
|             pouring|       75|19203|
|                 pre|       75|19204|
|             pregame|       75|19205|
|           premieres|       75|19206|
|              priced|       75|19207|
|       psychiatrists|       75|19208|
|                 qed|       75|19209|
|             quintet|       75|19210|
|                rama|       75|19211|
|                rash|       75|19212|
|              reggie|       75|19213|
|          rendezvous|       75|19214|
|              renoir|       75|19215|
|             rowland|       75|19216|
|              samson|       75|19217|
|            scotsman|       75|19218|
|          sensations|       75|19219|
|             sensing|       75|19220|
|               serum|       75|19221|
|           shamanism|       75|19222|
|           sheltered|       75|19223|
|              silica|       75|19224|
|             slipped|       75|19225|
|        spectrometer|       75|19226|
|              steals|       75|19227|
|           subtitled|       75|19228|
|         symmetrical|       75|19229|
|          tabernacle|       75|19230|
|            telegram|       75|19231|
|              theirs|       75|19232|
|           thompsons|       75|19233|
|                  tk|       75|19234|
|               tonne|       75|19235|
|              touted|       75|19236|
|           trafalgar|       75|19237|
|           transmits|       75|19238|
|            trenches|       75|19239|
|             trenton|       75|19240|
|                trim|       75|19241|
|                umar|       75|19242|
|       uncertainties|       75|19243|
|           uruguayan|       75|19244|
|             vassals|       75|19245|
|               vedas|       75|19246|
|             vibrate|       75|19247|
|       well-tempered|       75|19248|
|             wheeled|       75|19249|
|           whichever|       75|19250|
|           woodstock|       75|19251|
|                  xs|       75|19252|
|                zeno|       75|19253|
|          abolishing|       74|19254|
|           academies|       74|19255|
|             aerobic|       74|19256|
|             agassiz|       74|19257|
|             alamein|       74|19258|
|            anointed|       74|19259|
|         apologetics|       74|19260|
|              armand|       74|19261|
|            bartlett|       74|19262|
|          beethovens|       74|19263|
|         berners-lee|       74|19264|
|              bibles|       74|19265|
|                bids|       74|19266|
|              billed|       74|19267|
|             bismuth|       74|19268|
|          bitterness|       74|19269|
|               boone|       74|19270|
|               borda|       74|19271|
|                 bsa|       74|19272|
|               buffy|       74|19273|
|               cajun|       74|19274|
|          capitalize|       74|19275|
|              censor|       74|19276|
|                cern|       74|19277|
|             chiapas|       74|19278|
|         chromosomal|       74|19279|
|         circumcised|       74|19280|
|               claws|       74|19281|
|             coached|       74|19282|
|        colonisation|       74|19283|
|            conceded|       74|19284|
|        conceptually|       74|19285|
|            consumes|       74|19286|
|             convict|       74|19287|
|            convicts|       74|19288|
|              copula|       74|19289|
|              cornet|       74|19290|
|           cosmonaut|       74|19291|
|              cursor|       74|19292|
|                daly|       74|19293|
|           deductive|       74|19294|
|           deficient|       74|19295|
|         demarcation|       74|19296|
|              denise|       74|19297|
|            descends|       74|19298|
|            deserves|       74|19299|
|                dino|       74|19300|
|     electrochemical|       74|19301|
|             enlarge|       74|19302|
|           entangled|       74|19303|
|          enthusiast|       74|19304|
|          enumerated|       74|19305|
|           excalibur|       74|19306|
|            excesses|       74|19307|
|           fallacies|       74|19308|
|             fielded|       74|19309|
|         filmography|       74|19310|
|              finely|       74|19311|
|           footsteps|       74|19312|
|           formative|       74|19313|
|           fortunate|       74|19314|
|          full-scale|       74|19315|
|              futile|       74|19316|
|             gallons|       74|19317|
|           gardening|       74|19318|
|           garfunkel|       74|19319|
|          generative|       74|19320|
|      gerrymandering|       74|19321|
|             glowing|       74|19322|
|       granddaughter|       74|19323|
|    groupperiodblock|       74|19324|
|                guin|       74|19325|
|                hajj|       74|19326|
|           havilland|       74|19327|
|               herds|       74|19328|
|            himalaya|       74|19329|
|            holocene|       74|19330|
|             humphry|       74|19331|
|              iberia|       74|19332|
|       idiosyncratic|       74|19333|
|        irreversible|       74|19334|
|               jabal|       74|19335|
|                jade|       74|19336|
|             jamming|       74|19337|
|            jealousy|       74|19338|
|           kaczynski|       74|19339|
|            kalevala|       74|19340|
|               kendo|       74|19341|
|                 kew|       74|19342|
|                koda|       74|19343|
|               kumar|       74|19344|
|              lavish|       74|19345|
|                leno|       74|19346|
|            leverage|       74|19347|
|                 mal|       74|19348|
|        malnutrition|       74|19349|
|           manchuria|       74|19350|
|               mckay|       74|19351|
|        mechon-mamre|       74|19352|
|            menachem|       74|19353|
|        mercantilism|       74|19354|
|              milder|       74|19355|
|             milgram|       74|19356|
|            mirrored|       74|19357|
|           miserable|       74|19358|
|       mismanagement|       74|19359|
|         misspelling|       74|19360|
|               modus|       74|19361|
|          monolithic|       74|19362|
|             montagu|       74|19363|
|            moorcock|       74|19364|
|              nansen|       74|19365|
|             nephews|       74|19366|
|          non-jewish|       74|19367|
|            notebook|       74|19368|
|          numerology|       74|19369|
|               ogden|       74|19370|
|          optionally|       74|19371|
|                orca|       74|19372|
|                pens|       74|19373|
|               petit|       74|19374|
|             pickups|       74|19375|
|            planners|       74|19376|
|            polluted|       74|19377|
|         predominate|       74|19378|
|       presbyterians|       74|19379|
|      principalities|       74|19380|
|            purified|       74|19381|
|          quarantine|       74|19382|
|                 raj|       74|19383|
|              rarity|       74|19384|
|          reaffirmed|       74|19385|
|           recapture|       74|19386|
|             recount|       74|19387|
|              reflex|       74|19388|
|           replicate|       74|19389|
|          reservoirs|       74|19390|
|            resonant|       74|19391|
|            reuptake|       74|19392|
|              revert|       74|19393|
|         revisionism|       74|19394|
|                ripe|       74|19395|
|              ritter|       74|19396|
|         sacrificing|       74|19397|
|               salty|       74|19398|
|            sapphire|       74|19399|
|         selectively|       74|19400|
|              seller|       74|19401|
|             shepard|       74|19402|
|            shocking|       74|19403|
|            shootout|       74|19404|
|                silt|       74|19405|
|           skeletons|       74|19406|
|              skopje|       74|19407|
|               slump|       74|19408|
|              snorri|       74|19409|
|            splendid|       74|19410|
|                 sui|       74|19411|
|           superiors|       74|19412|
|          suppressor|       74|19413|
|              talbot|       74|19414|
|              teamed|       74|19415|
|              terran|       74|19416|
|           theodoric|       74|19417|
|            thwarted|       74|19418|
|                  tn|       74|19419|
|             tonnage|       74|19420|
|          toxicology|       74|19421|
|       transshipment|       74|19422|
|               trash|       74|19423|
|                 tug|       74|19424|
|               tunis|       74|19425|
|                 una|       74|19426|
|           venerated|       74|19427|
|            virtuoso|       74|19428|
|              walton|       74|19429|
|                wasa|       74|19430|
|            webcomic|       74|19431|
|               wharf|       74|19432|
|          widescreen|       74|19433|
|              winged|       74|19434|
|               wolff|       74|19435|
|            wounding|       74|19436|
|               woven|       74|19437|
|              zagreb|       74|19438|
|             aaliyah|       73|19439|
|       abnormalities|       73|19440|
|             acidity|       73|19441|
|          affiliates|       73|19442|
|                aide|       73|19443|
|              anemia|       73|19444|
|                apex|       73|19445|
|               apnea|       73|19446|
|           aragonese|       73|19447|
|           arbitrage|       73|19448|
|    atomicradiuscalc|       73|19449|
|          barbarians|       73|19450|
|           bijective|       73|19451|
|         biographers|       73|19452|
|             bormann|       73|19453|
|             caesium|       73|19454|
|            caldwell|       73|19455|
|           canaanite|       73|19456|
|               candu|       73|19457|
|                cask|       73|19458|
|            catullus|       73|19459|
|           charities|       73|19460|
|              chased|       73|19461|
|          clausewitz|       73|19462|
|           columbine|       73|19463|
|       combinatorial|       73|19464|
|        commemorates|       73|19465|
|        commencement|       73|19466|
|            coronary|       73|19467|
|           correlate|       73|19468|
|            daedalus|       73|19469|
|               defoe|       73|19470|
|         deformation|       73|19471|
|            degraded|       73|19472|
|          devolution|       73|19473|
|         dialectical|       73|19474|
|            dilation|       73|19475|
|             discard|       73|19476|
|        disconnected|       73|19477|
|       disillusioned|       73|19478|
|               doric|       73|19479|
|            draining|       73|19480|
|          duplicated|       73|19481|
|                  eb|       73|19482|
|              edmond|       73|19483|
|             educate|       73|19484|
|        embarrassing|       73|19485|
|           embryonic|       73|19486|
|             endorse|       73|19487|
|                  ev|       73|19488|
|            exegesis|       73|19489|
|         explanatory|       73|19490|
|          federalism|       73|19491|
|              fender|       73|19492|
|               fiery|       73|19493|
|              fijian|       73|19494|
|                fips|       73|19495|
|            foreword|       73|19496|
|             forgery|       73|19497|
|            freshman|       73|19498|
|               fuzzy|       73|19499|
|            gamblers|       73|19500|
|               glide|       73|19501|
|          groundwork|       73|19502|
|           habsburgs|       73|19503|
|              haggis|       73|19504|
|             handing|       73|19505|
|             heckler|       73|19506|
|       heterogeneous|       73|19507|
|              hilton|       73|19508|
|          hochschule|       73|19509|
|             honesty|       73|19510|
|                hubs|       73|19511|
|           humanitys|       73|19512|
|               hurst|       73|19513|
|         hydrophobic|       73|19514|
|                 idf|       73|19515|
|            impulses|       73|19516|
|          initiating|       73|19517|
|           insulting|       73|19518|
|       intersections|       73|19519|
|         irradiation|       73|19520|
|             jumpers|       73|19521|
|               khans|       73|19522|
|            koestler|       73|19523|
|          lancashire|       73|19524|
|            linspire|       73|19525|
|              lovely|       73|19526|
|           massacred|       73|19527|
|             maureen|       73|19528|
|                mayr|       73|19529|
|      methodological|       73|19530|
|    mexican-american|       73|19531|
|            microbes|       73|19532|
|                 nas|       73|19533|
|             nikolay|       73|19534|
|       non-religious|       73|19535|
|                 odo|       73|19536|
|           on-screen|       73|19537|
|                  oo|       73|19538|
|            ordnance|       73|19539|
|            osbourne|       73|19540|
|                pdas|       73|19541|
|     personification|       73|19542|
|           pesticide|       73|19543|
|          phenomenal|       73|19544|
|               phtml|       73|19545|
|        physiologist|       73|19546|
|          pirandello|       73|19547|
|             plasmid|       73|19548|
|            plunkett|       73|19549|
|      polymerization|       73|19550|
|          pragmatism|       73|19551|
|               prion|       73|19552|
|         pronouncing|       73|19553|
|          propagated|       73|19554|
|                 qcd|       73|19555|
|            racially|       73|19556|
|           radcliffe|       73|19557|
|         reactionary|       73|19558|
|           receptive|       73|19559|
|               reese|       73|19560|
|             refuted|       73|19561|
|              remade|       73|19562|
|           renovated|       73|19563|
|              replay|       73|19564|
|           requisite|       73|19565|
|            resorted|       73|19566|
|           reversing|       73|19567|
|            romulans|       73|19568|
|                  rr|       73|19569|
|               rubin|       73|19570|
|                rune|       73|19571|
|          sagittarii|       73|19572|
|              salaam|       73|19573|
|              salman|       73|19574|
|            scalable|       73|19575|
|               schwa|       73|19576|
|            selassie|       73|19577|
|                 sem|       73|19578|
|           shadowrun|       73|19579|
|              shaman|       73|19580|
|         shareholder|       73|19581|
|             siebold|       73|19582|
|               skate|       73|19583|
|               slept|       73|19584|
|                slit|       73|19585|
|               slows|       73|19586|
|                 soe|       73|19587|
|        speculations|       73|19588|
|               spicy|       73|19589|
|             sterile|       73|19590|
|              sukkot|       73|19591|
|          symphonies|       73|19592|
|               tajik|       73|19593|
|               tobin|       73|19594|
|              tories|       73|19595|
|              triton|       73|19596|
|             typhoid|       73|19597|
|             usurper|       73|19598|
|             uttered|       73|19599|
|                vows|       73|19600|
|    well-established|       73|19601|
|          woodpecker|       73|19602|
|           accessory|       72|19603|
|       acknowledging|       72|19604|
|               adept|       72|19605|
|               aegis|       72|19606|
|          alchemists|       72|19607|
|              alonso|       72|19608|
|           antoninus|       72|19609|
|         assessments|       72|19610|
|         astonishing|       72|19611|
|            baptised|       72|19612|
|            battling|       72|19613|
|             benelux|       72|19614|
|                  bi|       72|19615|
|           breakaway|       72|19616|
|                broz|       72|19617|
|         californias|       72|19618|
|           cassandra|       72|19619|
|                ceti|       72|19620|
|         chattanooga|       72|19621|
|               chios|       72|19622|
|              chirac|       72|19623|
|         conceivable|       72|19624|
|            confines|       72|19625|
|             connick|       72|19626|
|       conscientious|       72|19627|
|         contradicts|       72|19628|
|          convection|       72|19629|
|             conveys|       72|19630|
|      counter-strike|       72|19631|
|          decryption|       72|19632|
|         denominator|       72|19633|
|             dickson|       72|19634|
|            dogbreed|       72|19635|
|             donegal|       72|19636|
|               drone|       72|19637|
|              dunbar|       72|19638|
|              dupont|       72|19639|
|           dystopian|       72|19640|
|              egoism|       72|19641|
|              egypts|       72|19642|
|               elblg|       72|19643|
|     electrophoresis|       72|19644|
|               elena|       72|19645|
|                enki|       72|19646|
|             enraged|       72|19647|
|           entertain|       72|19648|
|             equated|       72|19649|
|              eskimo|       72|19650|
|              esteem|       72|19651|
|          estimating|       72|19652|
|           exponents|       72|19653|
|          eyewitness|       72|19654|
|              fading|       72|19655|
|         familiarity|       72|19656|
|               fares|       72|19657|
|           flattened|       72|19658|
|               flock|       72|19659|
|                foes|       72|19660|
|            forecast|       72|19661|
|           germanium|       72|19662|
|                 ghb|       72|19663|
|              glover|       72|19664|
|                glow|       72|19665|
|             glycine|       72|19666|
|             handgun|       72|19667|
|             hanjour|       72|19668|
|          harmonicas|       72|19669|
|             harness|       72|19670|
|            hilberts|       72|19671|
|          hispaniola|       72|19672|
|               hoist|       72|19673|
|           humanists|       72|19674|
|             hybrids|       72|19675|
|            idolatry|       72|19676|
|             indoors|       72|19677|
|           intercity|       72|19678|
|     intercollegiate|       72|19679|
|        intermittent|       72|19680|
|             ishmael|       72|19681|
|               jello|       72|19682|
|              jumper|       72|19683|
|            kamikaze|       72|19684|
|             kannada|       72|19685|
|              kleene|       72|19686|
|            laughing|       72|19687|
|            listened|       72|19688|
|                lobe|       72|19689|
|        localization|       72|19690|
|          locomotion|       72|19691|
|               lynne|       72|19692|
|           malignant|       72|19693|
|              martel|       72|19694|
|           medalists|       72|19695|
|           mediaeval|       72|19696|
|            mediated|       72|19697|
|              mehmet|       72|19698|
|             merrill|       72|19699|
|             mifflin|       72|19700|
|             miletus|       72|19701|
|             millers|       72|19702|
|            minotaur|       72|19703|
|                mirc|       72|19704|
|            misnomer|       72|19705|
|                  mj|       72|19706|
|               mores|       72|19707|
|               muddy|       72|19708|
|               nests|       72|19709|
|             nitrous|       72|19710|
|              normed|       72|19711|
|            openings|       72|19712|
|           outermost|       72|19713|
|           overtones|       72|19714|
|               paavo|       72|19715|
|          panspermia|       72|19716|
|          phonograph|       72|19717|
|                piet|       72|19718|
|               plata|       72|19719|
|            policing|       72|19720|
|             prequel|       72|19721|
|           prosecute|       72|19722|
|              racers|       72|19723|
|                 rai|       72|19724|
|            rallying|       72|19725|
|           readiness|       72|19726|
|             reddish|       72|19727|
|            redesign|       72|19728|
|       refrigeration|       72|19729|
|              rodent|       72|19730|
|               ruble|       72|19731|
|                 rue|       72|19732|
|               rufus|       72|19733|
|           scorpions|       72|19734|
|            scrapped|       72|19735|
|             seaborg|       72|19736|
|            sedition|       72|19737|
|    self-replicating|       72|19738|
|              sigmaf|       72|19739|
|          signifying|       72|19740|
|              simeon|       72|19741|
|                slav|       72|19742|
|             slender|       72|19743|
|            slippery|       72|19744|
|             slovaks|       72|19745|
|          somaliland|       72|19746|
|                 spa|       72|19747|
|             spouses|       72|19748|
|             stacked|       72|19749|
|          stagnation|       72|19750|
|               steed|       72|19751|
|         subtraction|       72|19752|
|               swore|       72|19753|
|           symphonic|       72|19754|
|          synthesize|       72|19755|
|              tandem|       72|19756|
|                theo|       72|19757|
|              tierra|       72|19758|
|            tomahawk|       72|19759|
|               towed|       72|19760|
|          transplant|       72|19761|
|            trolling|       72|19762|
|             tropics|       72|19763|
|           tunneling|       72|19764|
|                 une|       72|19765|
|         unrealistic|       72|19766|
|          unstressed|       72|19767|
|            utoronto|       72|19768|
|            vascular|       72|19769|
|            weekends|       72|19770|
|            westwood|       72|19771|
|           workshops|       72|19772|
|             wrights|       72|19773|
|              x-rays|       72|19774|
|            xiaoping|       72|19775|
|               zhang|       72|19776|
|         alexandrian|       71|19777|
|            anecdote|       71|19778|
|            annoying|       71|19779|
|           anointing|       71|19780|
|          antichrist|       71|19781|
|                 asa|       71|19782|
|            assorted|       71|19783|
|             auditor|       71|19784|
|           automaton|       71|19785|
|             autopsy|       71|19786|
|          befriended|       71|19787|
|        biologically|       71|19788|
|               bison|       71|19789|
|           bodyguard|       71|19790|
|              boleyn|       71|19791|
|                 bon|       71|19792|
|              booker|       71|19793|
|           broadened|       71|19794|
|         calligraphy|       71|19795|
|            callisto|       71|19796|
|              camden|       71|19797|
|              canned|       71|19798|
|            catering|       71|19799|
|                 chr|       71|19800|
|          city-state|       71|19801|
|              ciudad|       71|19802|
|             clinics|       71|19803|
|               cloak|       71|19804|
|                 cmu|       71|19805|
|             cockney|       71|19806|
|           codenamed|       71|19807|
|          conductors|       71|19808|
|        conformation|       71|19809|
|        consecration|       71|19810|
|          correcting|       71|19811|
|     correspondingly|       71|19812|
|      cross-platform|       71|19813|
|              darfur|       71|19814|
|           demetrius|       71|19815|
|            devolved|       71|19816|
|             digraph|       71|19817|
|              dilute|       71|19818|
|             diploid|       71|19819|
|         directional|       71|19820|
|          disposable|       71|19821|
|            divinely|       71|19822|
|             docking|       71|19823|
|                  dp|       71|19824|
|                dusk|       71|19825|
|             eastons|       71|19826|
|              echoed|       71|19827|
|          elasticity|       71|19828|
|         electronica|       71|19829|
|            emulated|       71|19830|
|              entail|       71|19831|
|           euripides|       71|19832|
|        extinguished|       71|19833|
|          extracting|       71|19834|
|                  ff|       71|19835|
|              fyodor|       71|19836|
|            germania|       71|19837|
|             godhead|       71|19838|
|            goodwill|       71|19839|
|                gprs|       71|19840|
|            hallmark|       71|19841|
|      hallucinations|       71|19842|
|             hayward|       71|19843|
|               hells|       71|19844|
|         holomorphic|       71|19845|
|               hooks|       71|19846|
|               horde|       71|19847|
|            howitzer|       71|19848|
|                imac|       71|19849|
|          inhibiting|       71|19850|
|      inter-american|       71|19851|
|                isdn|       71|19852|
|              javier|       71|19853|
|             jordans|       71|19854|
|            kingship|       71|19855|
|                kiwi|       71|19856|
|                 koi|       71|19857|
|                 kpa|       71|19858|
|                kuan|       71|19859|
|            kubricks|       71|19860|
|              lading|       71|19861|
|              ladoga|       71|19862|
|              landau|       71|19863|
|             layered|       71|19864|
|               lemur|       71|19865|
|           lindbergh|       71|19866|
|              litres|       71|19867|
|           madeleine|       71|19868|
|            mainstay|       71|19869|
|            mastered|       71|19870|
|              matres|       71|19871|
|             mexicos|       71|19872|
|                 mib|       71|19873|
|               milne|       71|19874|
|                mira|       71|19875|
|              misery|       71|19876|
|          modernized|       71|19877|
|                mpls|       71|19878|
|          multiparty|       71|19879|
|         musicbrainz|       71|19880|
|              nomads|       71|19881|
|         nonexistent|       71|19882|
|       north-eastern|       71|19883|
|                novo|       71|19884|
|              nozzle|       71|19885|
|               olson|       71|19886|
|                 ono|       71|19887|
|             operand|       71|19888|
|         oppenheimer|       71|19889|
|        oscillations|       71|19890|
|            pardoned|       71|19891|
|        phonetically|       71|19892|
|              piazza|       71|19893|
|           pineapple|       71|19894|
|            plosives|       71|19895|
|             polaski|       71|19896|
|        polyethylene|       71|19897|
|          pontifical|       71|19898|
|                pony|       71|19899|
|         prefectures|       71|19900|
|          preferably|       71|19901|
|         proletariat|       71|19902|
|           prospered|       71|19903|
|              purges|       71|19904|
|               pyotr|       71|19905|
|             quintus|       71|19906|
|             radians|       71|19907|
|                 rbi|       71|19908|
|         referencing|       71|19909|
|                 reo|       71|19910|
|               repel|       71|19911|
|          ridiculous|       71|19912|
|                rump|       71|19913|
|                  rv|       71|19914|
|               samos|       71|19915|
|            seasoned|       71|19916|
|         sentimental|       71|19917|
|              shirts|       71|19918|
|               shook|       71|19919|
|             six-day|       71|19920|
|            slobodan|       71|19921|
|               sokal|       71|19922|
|             sonnets|       71|19923|
|         spiritually|       71|19924|
|             sprague|       71|19925|
|            subclass|       71|19926|
|            suborder|       71|19927|
|          subversive|       71|19928|
|          superhuman|       71|19929|
|            swastika|       71|19930|
|          sympathies|       71|19931|
|              syrias|       71|19932|
