Total number of words: 2960482
Total number of distinct words: 68360
Popular treshold: 3418
Lower common treshold: 32471
Upper common treshold: 35889
Rare treshold: 64942

Popular words
+---------------+---------+----+
|           Word|Frequency|Rank|
|       suddenly|      314| 851|
|           stop|      313| 852|
|     experience|      312| 853|
|           blue|      311| 854|
|          grief|      311| 855|
|        persons|      311| 856|
|           rule|      311| 857|
|      agreement|      308| 858|
|          begin|      308| 859|
|          cases|      308| 860|
|            iii|      308| 861|
|           kiss|      308| 862|
|        society|      308| 863|
|         sorrow|      308| 864|
|          speed|      308| 865|
|         stands|      308| 866|
|     principles|      307| 867|
|           soft|      307| 868|
|          timon|      307| 869|
|       brothers|      306| 870|
|         cousin|      306| 871|
|           kill|      306| 872|
|      necessity|      306| 873|
|          romeo|      306| 874|
|          serve|      306| 875|
|          chief|      305| 876|
|         golden|      305| 877|
|             dr|      303| 878|
|           wait|      303| 879|
|      education|      302| 880|
|     especially|      302| 881|
|       language|      301| 882|
|           lead|      301| 883|
|     individual|      300| 884|
|           peel|      300| 885|
|         secret|      300| 886|
|          tried|      300| 887|
|         george|      299| 888|
|       probably|      299| 889|
|          seven|      299| 890|
|          agree|      298| 891|
|      cleopatra|      298| 892|
|           foul|      298| 893|
|            hat|      298| 894|
|          nurse|      298| 895|
|          quick|      298| 896|
|           seat|      298| 897|
|        affairs|      297| 898|
|           plan|      297| 899|
|          walls|      297| 900|
|          front|      296| 901|
|           earl|      295| 902|
|      following|      295| 903|
|         broken|      294| 904|
|       consider|      294| 905|
|             im|      294| 906|
|        comfort|      293| 907|
|           ford|      293| 908|
|       thinking|      293| 909|
|      executive|      292| 910|
|      important|      292| 911|
|        painter|      292| 912|
|        receive|      292| 913|
|        masters|      291| 914|
|           drew|      289| 915|
|          fresh|      289| 916|
|         policy|      289| 917|
|           ways|      289| 918|
|      advantage|      288| 919|
|        ancient|      288| 920|
|           pale|      288| 921|
|          saint|      288| 922|
|        macbeth|      287| 923|
|          meant|      287| 924|
|       occasion|      287| 925|
|        claudio|      286| 926|
|         regard|      286| 927|
|           ring|      286| 928|
|           wear|      286| 929|
|       argument|      285| 930|
|        content|      284| 931|
|          enemy|      284| 932|
|          heres|      284| 933|
|          takes|      284| 934|
|          carry|      283| 935|
|            don|      283| 936|
|          dream|      283| 937|
|         higher|      283| 938|
|        appears|      282| 939|
|      beginning|      282| 940|
|       judgment|      282| 941|
|          merry|      282| 942|
|      ourselves|      282| 943|
|         oxford|      282| 944|
|         showed|      282| 945|
|          smile|      282| 946|
|      according|      281| 947|
|           alas|      281| 948|
|         famous|      281| 949|
|         forget|      281| 950|
|             ha|      281| 951|
|            lot|      281| 952|
|        meaning|      281| 953|
|         nearly|      281| 954|
|         opened|      281| 955|
|           sick|      281| 956|
|      wonderful|      281| 957|
|           hate|      280| 958|
|           papa|      280| 959|
|              s|      280| 960|
|        defarge|      279| 961|
|       re-enter|      279| 962|
|            ago|      278| 963|
|      presently|      278| 964|
|        antonio|      277| 965|
|          broke|      277| 966|
|        instant|      277| 967|
|           pure|      277| 968|
|       presence|      276| 969|
|         remain|      276| 970|
|        sitting|      276| 971|
|         slowly|      276| 972|
|         system|      276| 973|
|              p|      275| 974|
|        painted|      275| 975|
|         period|      275| 976|
|        running|      275| 977|
|         colour|      274| 978|
|        curious|      274| 979|
|      excellent|      274| 980|
|        heavens|      274| 981|
